topic_id,artifact_count,qa_path_count,inventory_status,artifact_paths
TOPIC-15-005,0,0,NO_CANONICAL_ARTIFACTS,""
TOPIC-15-006,1,0,ARTIFACTS_PRESENT_UNVERIFIED,"knowledge/topics/TOPIC-15-006-error-estimate-policy-classification/README.md"
TOPIC-15-007,0,0,NO_CANONICAL_ARTIFACTS,""
TOPIC-15-008,0,0,NO_CANONICAL_ARTIFACTS,""
TOPIC-16-001,0,0,NO_CANONICAL_ARTIFACTS,""
TOPIC-16-002,0,0,NO_CANONICAL_ARTIFACTS,""
TOPIC-16-003,0,0,NO_CANONICAL_ARTIFACTS,""
TOPIC-16-004,0,0,NO_CANONICAL_ARTIFACTS,""
TOPIC-16-005,0,0,NO_CANONICAL_ARTIFACTS,""
TOPIC-16-006,0,0,NO_CANONICAL_ARTIFACTS,""
TOPIC-16-007,0,0,NO_CANONICAL_ARTIFACTS,""
TOPIC-17-001,0,0,NO_CANONICAL_ARTIFACTS,""
TOPIC-17-002,0,0,NO_CANONICAL_ARTIFACTS,""
TOPIC-17-003,0,0,NO_CANONICAL_ARTIFACTS,""
TOPIC-17-004,0,0,NO_CANONICAL_ARTIFACTS,""
TOPIC-17-005,0,0,NO_CANONICAL_ARTIFACTS,""
TOPIC-17-006,0,0,NO_CANONICAL_ARTIFACTS,""
TOPIC-17-007,0,0,NO_CANONICAL_ARTIFACTS,""
